id,element,type,outboundDegree,inboundDegree,diagram,useCase,model
2145,Coupon Page,boundary,2,1,Test Coupon,Test Coupon,s14b_location_based_ad
2146,Open Coupon Page,control,0,1,Test Coupon,Test Coupon,s14b_location_based_ad
2147,Save coupon for later,control,1,1,Test Coupon,Test Coupon,s14b_location_based_ad
2148,Partner's Mobile,entity,1,2,Test Coupon,Test Coupon,s14b_location_based_ad
2149,Generate Test Coupon,control,1,1,Test Coupon,Test Coupon,s14b_location_based_ad
2150,Test Coupon,entity,1,0,Test Coupon,Test Coupon,s14b_location_based_ad
2151,Display Home Page,control,0,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2152,Cancel Subscription Success Page,boundary,1,2,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2153,Subscription,entity,0,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2154,Display Success Page,control,1,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2155,Marked as Canceled,control,2,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2156,Cancel Subscription Comfirmation Page,boundary,2,2,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2157,Display Comfirmation Page,control,1,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2158,Display Cancel Sub page,control,0,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2159,Cancel Subscription Page,boundary,1,1,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2160,Business Partner,actor,3,0,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
2161,Cancel Button,boundary,0,2,Upload Image,Upload Image,s14b_location_based_ad
2162,Display Image in Coupon Image,control,1,1,Upload Image,Upload Image,s14b_location_based_ad
2163,Open Button,boundary,1,1,Upload Image,Upload Image,s14b_location_based_ad
2164,Select the Image file,boundary,0,2,Upload Image,Upload Image,s14b_location_based_ad
2165,File Chooser Windows,control,2,1,Upload Image,Upload Image,s14b_location_based_ad
2166,Upload Image button,boundary,1,1,Upload Image,Upload Image,s14b_location_based_ad
2167,Design Coupon screen,boundary,0,2,Upload Image,Upload Image,s14b_location_based_ad
2168,User,actor,5,0,Upload Image,Upload Image,s14b_location_based_ad
2169,Error Message,boundary,0,1,Design Coupon,Design Coupon,s14b_location_based_ad
2170,access,control,1,1,Design Coupon,Design Coupon,s14b_location_based_ad
2171,External Image Service,actor,0,1,Design Coupon,Design Coupon,s14b_location_based_ad
2172,Third Party Client,actor,1,0,Design Coupon,Design Coupon,s14b_location_based_ad
2173,Coupon,entity,0,2,Design Coupon,Design Coupon,s14b_location_based_ad
2174,Coupon Templates,entity,0,1,Design Coupon,Design Coupon,s14b_location_based_ad
2175,Offers,entity,1,0,Design Coupon,Design Coupon,s14b_location_based_ad
2176,Retrieves,control,1,2,Design Coupon,Design Coupon,s14b_location_based_ad
2177,Upload Image,control,1,1,Design Coupon,Design Coupon,s14b_location_based_ad
2178,Test,control,0,1,Design Coupon,Design Coupon,s14b_location_based_ad
2179,Save,control,1,1,Design Coupon,Design Coupon,s14b_location_based_ad
2180,Coupon Designer,boundary,5,1,Design Coupon,Design Coupon,s14b_location_based_ad
2181,Edit,control,1,1,Design Coupon,Design Coupon,s14b_location_based_ad
2182,Business Partner,actor,1,0,Design Coupon,Design Coupon,s14b_location_based_ad
2183,Offers database,entity,0,1,Create Offer,Create Offer,s14b_location_based_ad
2184,Create offer,control,1,1,Create Offer,Create Offer,s14b_location_based_ad
2185,Create Geo-fence,control,1,1,Create Offer,Create Offer,s14b_location_based_ad
2186,Process,control,1,4,Create Offer,Create Offer,s14b_location_based_ad
2187,Design Coupon Page,boundary,1,3,Create Offer,Create Offer,s14b_location_based_ad
2188,Create Geo-fence page,boundary,1,2,Create Offer,Create Offer,s14b_location_based_ad
2189,Create offer page 2,boundary,1,2,Create Offer,Create Offer,s14b_location_based_ad
2190,Display error message,control,2,3,Create Offer,Create Offer,s14b_location_based_ad
2191,Create Offer Page 1,boundary,1,1,Create Offer,Create Offer,s14b_location_based_ad
2192,Design coupon,control,2,2,Create Offer,Create Offer,s14b_location_based_ad
2193,Link offers,control,1,2,Create Offer,Create Offer,s14b_location_based_ad
2194,Proceed,control,4,1,Create Offer,Create Offer,s14b_location_based_ad
2195,Check,control,2,1,Create Offer,Create Offer,s14b_location_based_ad
2196,Link DC & Geo,control,4,1,Create Offer,Create Offer,s14b_location_based_ad
2197,Offers Page,boundary,1,1,Create Offer,Create Offer,s14b_location_based_ad
2198,Enter Value,control,3,1,Create Offer,Create Offer,s14b_location_based_ad
2199,FT sales rep,actor,3,0,Create Offer,Create Offer,s14b_location_based_ad
2200,Display bills,control,1,1,View Bill,View Bill,s14b_location_based_ad
2201,Bills,entity,1,1,View Bill,View Bill,s14b_location_based_ad
2202,Redeem coupon,control,0,1,View Bill,View Bill,s14b_location_based_ad
2203,Partneer subscriptions,entity,0,1,View Bill,View Bill,s14b_location_based_ad
2204,Unbilled Transactions,entity,2,1,View Bill,View Bill,s14b_location_based_ad
2205,Submit disputation request,control,1,1,View Bill,View Bill,s14b_location_based_ad
2206,Validate disputation request,control,1,2,View Bill,View Bill,s14b_location_based_ad
2207,Disputation request page,boundary,2,1,View Bill,View Bill,s14b_location_based_ad
2208,Display unbilled transactions,control,1,1,View Bill,View Bill,s14b_location_based_ad
2209,Disputation request success page,boundary,0,1,View Bill,View Bill,s14b_location_based_ad
2210,Post bills,control,2,1,View Bill,View Bill,s14b_location_based_ad
2211,Dispute bill,control,2,1,View Bill,View Bill,s14b_location_based_ad
2212,Bill Detail Page,boundary,2,1,View Bill,View Bill,s14b_location_based_ad
2213,Make payment,control,0,1,View Bill,View Bill,s14b_location_based_ad
2214,View Bill Details,control,1,1,View Bill,View Bill,s14b_location_based_ad
2215,Bills view page,boundary,2,2,View Bill,View Bill,s14b_location_based_ad
2216,Business Partner,actor,1,0,View Bill,View Bill,s14b_location_based_ad
2217,Send confirm email,control,0,1,Create Account,Create Account,s14b_location_based_ad
2218,retrieve registered email,control,1,2,Create Account,Create Account,s14b_location_based_ad
2219,Delete information cookies,control,1,1,Create Account,Create Account,s14b_location_based_ad
2220,Customer page,boundary,0,1,Create Account,Create Account,s14b_location_based_ad
2221,Success action,control,3,1,Create Account,Create Account,s14b_location_based_ad
2222,Check duplication,control,2,1,Create Account,Create Account,s14b_location_based_ad
2223,system database account information,entity,2,1,Create Account,Create Account,s14b_location_based_ad
2224,retrieve information,control,1,2,Create Account,Create Account,s14b_location_based_ad
2225,Valid information duplication,control,1,1,Create Account,Create Account,s14b_location_based_ad
2226,Create success page,boundary,1,1,Create Account,Create Account,s14b_location_based_ad
2227,Web browerser-cookies storage,entity,2,2,Create Account,Create Account,s14b_location_based_ad
2228,check information correctness,control,2,1,Create Account,Create Account,s14b_location_based_ad
2229,Store information cookies,control,1,1,Create Account,Create Account,s14b_location_based_ad
2230,Create account page,boundary,1,3,Create Account,Create Account,s14b_location_based_ad
2231,direct to create account page,control,1,1,Create Account,Create Account,s14b_location_based_ad
2232,Information incorrect and redirect back,control,1,2,Create Account,Create Account,s14b_location_based_ad
2233,First page,boundary,1,1,Create Account,Create Account,s14b_location_based_ad
2234,Customer,actor,2,0,Create Account,Create Account,s14b_location_based_ad
2235,Authorization success,boundary,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2236,Display Success Page,control,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2237,Payment Processor,entity,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2238,HTTPS Connection,control,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2239,Payment Cateway,entity,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2240,Merchant Web Server Account,entity,1,4,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2241,HTTPS Connection,control,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2242,Subscription,entity,0,0,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2243,HTTPs Connection,control,1,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2244,Check internet,control,0,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2245,Check all details are entered,control,2,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2246,HTTPS Connection,control,1,2,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2247,Acquirer Bank,entity,2,2,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2248,Display Success Page,control,2,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2249,Validate details with user's bank account,control,2,3,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2250,enter details,control,2,1,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2251,Payment Screen,boundary,3,2,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2252,Business Partner,actor,4,0,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
2253,Display not found page,control,1,1,Contact us,Contact us,s14b_location_based_ad
2254,Not found page,boundary,0,2,Contact us,Contact us,s14b_location_based_ad
2255,Admin,actor,0,1,Contact us,Contact us,s14b_location_based_ad
2256,Display customer complain notification,control,1,1,Contact us,Contact us,s14b_location_based_ad
2257,Customer,entity,0,1,Contact us,Contact us,s14b_location_based_ad
2258,Customer complain Notification,entity,0,1,Contact us,Contact us,s14b_location_based_ad
2259,Admin gets the message,boundary,1,1,Contact us,Contact us,s14b_location_based_ad
2260,Home page,boundary,1,1,Contact us,Contact us,s14b_location_based_ad
2261,Display,control,1,1,Contact us,Contact us,s14b_location_based_ad
2262,Contact Admin,control,2,2,Contact us,Contact us,s14b_location_based_ad
2263,Validate,control,5,1,Contact us,Contact us,s14b_location_based_ad
2264,successfully submitted page,boundary,0,2,Contact us,Contact us,s14b_location_based_ad
2265,E-coupon,entity,0,1,Contact us,Contact us,s14b_location_based_ad
2266,Successfully submitted,control,3,1,Contact us,Contact us,s14b_location_based_ad
2267,Display successful submitted page,control,1,1,Contact us,Contact us,s14b_location_based_ad
2268,Display contact us page,control,1,1,Contact us,Contact us,s14b_location_based_ad
2269,ContactUs page,boundary,1,3,Contact us,Contact us,s14b_location_based_ad
2270,Partner,actor,4,0,Contact us,Contact us,s14b_location_based_ad
2271,Display login page,control,1,0,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2272,Enter username and password,control,1,1,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2273,Display home page,control,1,1,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2274,Does username exist?,control,1,1,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2275,Email password,control,2,1,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2276,Is username/password correct?,control,2,1,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2277,Traveler,actor,1,0,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2278,Login page,boundary,1,3,Login to TripPlanner,Login to TripPlanner,s14b_location_based_ad
2279,Trip plan homepage,boundary,0,1,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2280,Get personnel trip plan information,control,1,1,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2281,Trip plan cloud database,entity,1,1,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2282,Login page,boundary,1,2,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2283,Already logged in?,control,2,1,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2284,check login,control,2,2,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2285,Connect to trip plan cloud database,control,3,2,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2286,Traveler,actor,2,0,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2287,Travel Book,boundary,1,3,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
2288,NavigateManageSubscription,control,1,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2289,Trip Calendar Page,boundary,0,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2290,Annotates Trip Plan with Photos Page,boundary,0,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2291,Share trip plan page,boundary,0,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2292,Manage subscriptions page,boundary,0,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2293,NavigateTripCalendar,control,1,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2294,NavigateAnnotation,control,1,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2295,NavigateShareTripPlan,control,1,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2296,DeleteTripPlan,control,1,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2297,Find or Add Places Page,boundary,0,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
2298,Navigation Delete Places,control,1,1,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
